comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Luigi David Cuyati arraigado aunque se muera por ir ps jajaja 🤡,80.0,90.0,5.0,0.0,5.0,0.0,78.25,-1.0
"Muñe Valenzuela que vaya a presentar su plan de gobierno a Cuba , Venezuela, Iran a todos los países socialistas",80.0,90.0,5.0,0.0,0.0,0.0,78.75,-1.0
"Muñe Valenzuela lo llevará a Lara de garante 😂😂y dirá que después firmará, cuando vaya en otra oportunidad por allá 🤡",80.0,90.0,5.0,0.0,5.0,0.0,78.25,-1.0
No creo que le den ni Bs 0.50 por su garantia,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Muñe Valenzuela según escuche por la boca de Lara Tiene mandamiento de apremio. Dijo que no puede salir del país.,80.0,90.0,5.0,0.0,0.0,0.0,78.75,-1.0
"Muñe Valenzuela ese Lariasno no sabe ni donde está parado,🤣🤣🤣",80.0,90.0,5.0,0.0,5.0,0.0,78.25,-1.0
Isabel Veronica Duran peor la qe opina esta en pañales,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Muñe Valenzuela 🤣🤣🤣🤣🤣,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Muñe Valenzuela no puede está arraigado 👎🤣,80.0,90.0,5.0,0.0,5.0,0.0,78.25,-1.0
Muñe Valenzuela 😂😂😂😂🤣🤣🤣,80.0,90.0,5.0,0.0,0.0,0.0,78.75,-1.0
Les vas a decir que queres nacionalizar autos chutos?,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Yushara Pérez Parada obvio que otra propuesta puede tener,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Vikthor Chávez bono de 2000🤦🏻‍♂️🤣🤣🤣🤣,5.0,5.0,0.0,0.0,0.0,0.0,42.25,0.0
Yushara Pérez Parada j😂😂😂,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Y eso no se llama privatización como creen que le aceptar su propuesta si no tiene un plan de gobierno y son buenos para criticar por eso los bolivianos no debemos equivocarnos vota por Tuto presidente,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Paz y Lara 💪💪,90.0,5.0,90.0,0.0,0.0,0.0,77.0,-1.0
Tuto nuestro presidente,0.0,0.0,70.0,10.0,80.0,5.0,40.0,0.0
Vergüenza ajena son Paz y Lara si ni él mismo conoce su plan de gobierno ……,30.0,80.0,90.0,10.0,5.0,0.0,74.5,-1.0
No saben ni su programa va hacer otro papelón vaya como Rodrigo no como bolivia por favor,30.0,80.0,90.0,10.0,5.0,0.0,74.5,-1.0
Dentro su plan de gobierno nacionalizar autos truchos que les parecerá a los gringos,30.0,80.0,90.0,10.0,50.0,10.0,69.0,-1.0
"Gonzalo Antezana Ferrufino no les inspirará confianza, con esas propuestas inalcanzable",10.0,20.0,10.0,5.0,10.0,0.0,46.0,0.0
Tuto presidente,0.0,0.0,80.0,5.0,70.0,0.0,44.0,0.0
Y luego sus seguidores critican a Tuto....en fin la hipocresía 🤦🏻🤦🏻,10.0,20.0,10.0,5.0,10.0,0.0,46.0,0.0
Tuto presidente de 🇧🇴,0.0,0.0,70.0,5.0,10.0,0.0,48.5,0.0
no le crean a ese tipo...,30.0,80.0,90.0,0.0,5.0,0.0,76.5,-1.0
Coméntale en estados unidos que tu ayuco es un desenchufado don Rodrigo,30.0,80.0,10.0,0.0,0.0,0.0,65.0,0.0
Contame una de vaqueros,10.0,20.0,10.0,5.0,10.0,0.0,46.0,0.0
Pero si ellos después están culpando a los Yankees de todo 🥱🤔,10.0,20.0,20.0,5.0,10.0,0.0,47.5,0.0
"Debería hacerlo en vivo, eso sería todo un espectáculo, ya que ni sabe que está escrito en su plan de gobierno 🤷",0.0,80.0,0.0,10.0,5.0,0.0,53.5,0.0
No tiene la mínima p.. Idea de como hacer un plan económico para el país,30.0,80.0,10.0,0.0,5.0,0.0,64.5,0.0
Que no lleve al Burro Lara o le va a explotar el cerebro.,30.0,80.0,0.0,0.0,5.0,0.0,63.0,0.0
El índice que hizo en chat gpt?,5.0,80.0,0.0,5.0,10.0,0.0,55.25,0.0
Es otro cabeza hueca como si los Bolivianos fuéramos americanos su plan de gobierno va a presentar a EEUU está muy mal Rodrigo… Ver más,30.0,80.0,10.0,0.0,5.0,0.0,64.5,0.0
Él dijo q NO acudiría a Organismos Internacionales q pazóooooooooo,10.0,20.0,90.0,10.0,5.0,0.0,57.5,0.0
TUTO la unica opcion Rodrigo y Lara son unos traidores,90.0,90.0,90.0,0.0,5.0,0.0,93.5,-1.0
TUTO PRESIDENTE,0.0,0.0,70.0,5.0,10.0,0.0,48.5,0.0
"Qué mal le hace quedar este Rodrigo al Sr. Victor Paz. 🤦🤦🤦 No le llega ni a los talones de lo que fue su tío abuelo, el Sr. Victor Paz Estenssoro.",90.0,90.0,90.0,0.0,5.0,0.0,93.5,-1.0
Que vergüenza!!,90.0,90.0,10.0,0.0,5.0,0.0,81.5,-1.0
Y no decía que no tienen nada que ver,20.0,30.0,20.0,5.0,10.0,10.0,51.0,0.0
Pobre no convence a nadie el pobre,20.0,30.0,10.0,5.0,10.0,10.0,49.5,0.0
"Uno recorre la blanco galindo y ve colas y colas de camiones esperando diésel, tuto menciona que se requiere inyectar dólares … Ver más",10.0,10.0,90.0,10.0,5.0,0.0,55.5,0.0
Entonces que se quede a intentar gobernar por allá 🤣🤣🤬,90.0,90.0,10.0,0.0,5.0,0.0,81.5,-1.0
"Su propuesta de nacionalizar autos robados va llevar a EEUU, que vergüenza",,,,,,,,
"Y a quién le importa, todos saben que #EsConTuto",0.0,0.0,90.0,0.0,5.0,0.0,53.0,0.0
Tuto presidente,0.0,0.0,90.0,0.0,5.0,0.0,53.0,0.0
Seguro todo improvisado! Que vergüenza!,90.0,90.0,10.0,0.0,5.0,0.0,81.5,-1.0
Tuto presidente,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
Burro,30.0,40.0,10.0,5.0,5.0,5.0,55.0,0.0
TUTO PRESIDENTE!!! Voto inteligente.,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
Tuto presidente,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
TUTO PRESIDENTE 🇧🇴,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
Quiere copiar a tuto diciendo eso para que voten por el . todo sabemos que los americanos no quieren. A lo comunista,20.0,30.0,70.0,10.0,5.0,5.0,58.5,0.0
"Pero que han dicho cuando fue Tuto viajó a EEUU qué está yendo a negociar Bolivia, y ahora PDC va ha ir a lo de los gringos … Ver más",10.0,20.0,40.0,5.0,5.0,5.0,50.5,0.0
"Luego de criticarlo a TUTO, este copión sin ideas ahora pretende hacer lo mismo 🙄",40.0,50.0,40.0,5.0,5.0,5.0,64.0,0.0
Para que quieren favores del imperio de los gringos qué tanto critican si su modelo es éxito el modelo socialista no ven la ma… Ver más,20.0,40.0,80.0,5.0,5.0,5.0,63.0,0.0
Los americanos ya saben como son,10.0,20.0,70.0,5.0,5.0,5.0,55.0,0.0
Lo van a sacar a patadas 😂😅,10.0,10.0,70.0,5.0,5.0,5.0,53.0,0.0
TUTO PRESIDENTE Y YA OK.,10.0,5.0,20.0,5.0,5.0,5.0,44.5,0.0
Descanse en paz… Ver más,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
No va alargar la mano osea se pondra de rodillas😅😆,40.0,50.0,80.0,5.0,5.0,5.0,70.0,-1.0
"🤣🤣🤣 ya cambiaron otra vez el discurso en 1 mes ! Dios, por qué elegimos tan mal una y otra vez.",30.0,30.0,30.0,5.0,5.0,5.0,56.0,0.0
TUTO 🇧🇴 PRESIDENTE,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
"Estos quieren marear al pueblo, enc… Ver más",20.0,30.0,50.0,5.0,5.0,5.0,56.5,0.0
"Primero debería presentarlo aquí en Bolivia... Comenzando por enseñarle el mismo a su vice, para que no siga prometiendo cosas… Ver más",10.0,10.0,50.0,5.0,5.0,5.0,50.0,0.0
Este es demagogo ni saben que van hacer,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
Paz y Lara una decepción y vergüenza los 2 con mentalidad poco madura e irresponsable,20.0,30.0,50.0,5.0,5.0,5.0,56.5,0.0
"OSEAseguirá cobrando sin trabajar, como es posible siga siendo cenador y a la vez Candidato, Porfavor señores deverian hacerle… Ver más",20.0,30.0,50.0,5.0,5.0,5.0,56.5,0.0
Las 26 páginas😂😂,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
"este tipo y lara se burlan de la gente que lo sigue, pero bueno, tambien es culpa de la gente porque les gusta que se burlen en su cara.",30.0,50.0,50.0,5.0,5.0,5.0,63.0,0.0
Todo copiando de el plan de Tuto,20.0,40.0,70.0,5.0,5.0,5.0,61.5,0.0
No te van a financiar para tu bonos,10.0,30.0,60.0,5.0,5.0,5.0,55.5,0.0
"Llevalo a Lara, que explique como se volvera capitan de la asamblea 🤣🤣🤣",20.0,40.0,80.0,5.0,5.0,5.0,63.0,0.0
"No puede presentar en Bolivia, es necesario ir allá, que les interesa a ellos, necesitamos que presente en nuestro pais",10.0,5.0,80.0,5.0,5.0,5.0,53.5,0.0
"No sabe ni expresarse políticamente, apenas llegará a reunirse con los conserjes. Llegar a Trump imposible, el huele a la chus… Ver más",20.0,40.0,70.0,5.0,5.0,5.0,61.5,0.0
sera q trum lo recibe hagan sus apuestas,10.0,20.0,70.0,5.0,5.0,5.0,55.0,0.0
No vas nadie te cree,10.0,5.0,80.0,5.0,5.0,5.0,53.5,0.0
Como va entrar a EEUU si los isquierdistas no tienen entrada al Pais del norte.,70.0,85.0,90.0,5.0,10.0,5.0,85.5,-1.0
Acaso es vende patria?,80.0,90.0,85.0,5.0,10.0,5.0,88.25,-1.0
Guajajaj copiando a TUTO.,80.0,90.0,85.0,0.0,5.0,5.0,89.75,-1.0
"Mirenlo al que no quería prestarse dinero, su plan de gobierno no dice nada",70.0,85.0,85.0,5.0,10.0,5.0,84.75,-1.0
De paso que mencio las maravillosas obras que hizo en Tarija😁😁,75.0,70.0,75.0,10.0,5.0,5.0,81.0,-1.0
"La deuda externa de 15 mil millones no es con el imperio, los gringos no prestan a los comunistas,en 20 años se endeudaron con… Ver más",60.0,70.0,75.0,5.0,5.0,5.0,78.25,-1.0
"Cuando un candidato dice que traerá dinero del exterior, hay que saber la verdad: organismos como el BID, la CAF o el Banco Mu… Ver más",65.0,75.0,80.0,15.0,5.0,5.0,79.25,-1.0
"Ya enloquecieron, con su programa escrito por chatgpt seremos la burla internacional",80.0,90.0,85.0,0.0,5.0,5.0,89.75,-1.0
Que diga a los gringos que es aliado del masismo y a ver cómo le va. Lo sacarán a patadas,85.0,90.0,85.0,0.0,5.0,5.0,91.0,-1.0
Que plan de gobierno ???? Ni a su VICE puede gobernar ....porfavor si estos no saben ni donde están parados,85.0,90.0,85.0,0.0,5.0,5.0,91.0,-1.0
"Va a presentar su plan de gobierno en EEUU!!!!!!!!!!!!!!!!!!😪🤦🏻, no señor idiot@, usted no tiene que convencer allá, usted tie… Ver más",70.0,85.0,75.0,5.0,5.0,5.0,83.75,-1.0
Pero a quien le vas a presentar tu plan de gobierno eso tenes que aclarar nos estas subestimando,70.0,70.0,70.0,10.0,5.0,5.0,79.0,-1.0
"No pero primero dijo que con estados unidos nada que ver y ahora va, este tipo no sabe como llamar la atención",80.0,90.0,85.0,0.0,5.0,5.0,89.75,-1.0
"Y lo va a hacer en inglés para que todos los masestas que lo siguen entonces entiendan al pie de la letra su ""plan"", esperemos… Ver más",85.0,90.0,85.0,0.0,5.0,5.0,91.0,-1.0
Acaso no había dicho que no iba a prestarse dinero porque según plata habia y si nadie roba alcalzaba que paso demagogo 🤡,70.0,85.0,75.0,5.0,5.0,5.0,83.75,-1.0
Quien le Ara caso jajaja jajaja ni para Tarija realizó nada,85.0,90.0,85.0,0.0,5.0,5.0,91.0,-1.0
🤣🤣🤣🤣 llévate a Laris pero dile que el pasaje se compra de ida y vuelta aunque si no lo compra igual lo van a hacer volver grat… Ver más,70.0,85.0,70.0,0.0,5.0,5.0,84.0,-1.0
Aber van en busca del dolar pero no se confundieron de país debían ir a china Rusia,70.0,85.0,70.0,5.0,5.0,5.0,83.0,-1.0
Que va llevar si no tiene plan de gobierno ni para Bolivia...!!,85.0,90.0,75.0,5.0,5.0,5.0,88.5,-1.0
TUTO PRESIDENTE,70.0,85.0,70.0,5.0,5.0,5.0,83.0,-1.0
"Tu boca dice capitalismo, pero tus acciones dicen socialismo...a quien quieres engañar?",70.0,85.0,70.0,5.0,5.0,5.0,83.0,-1.0
Ni a Bolivia se lo a presentado su programa de Gobierno y resulta que lo llevará a Estado Unidos,85.0,90.0,75.0,0.0,5.0,5.0,89.5,-1.0
Y ahora que diran los anormales que lloraban por que Tuto fue a Estados Unidos?,70.0,85.0,70.0,5.0,5.0,5.0,83.0,-1.0
Ese par de chiflados,85.0,90.0,70.0,0.0,5.0,5.0,88.75,-1.0
El plan de gobierno lo queremos para Bolivia no para Estados Unidos🤣🤣🤣,75.0,85.0,75.0,5.0,5.0,5.0,85.0,-1.0
Qué bruto es este.,70.0,85.0,70.0,5.0,5.0,5.0,83.0,-1.0
EEUU YA SABE QUE ESTAN CONFABULA DO CON LOS SOCIALISTAS EMPOBRESEDORES.NO TE DARAN NI UN PESO,85.0,90.0,85.0,5.0,5.0,5.0,90.0,-1.0
Tuto si presidente,5.0,5.0,70.0,5.0,5.0,5.0,50.75,0.0
El programa de gobierno hecho con chatgpt???. Andá......,80.0,90.0,70.0,5.0,5.0,5.0,86.5,-1.0
No no no.,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
No entiendo?… pero si el criticó a Tuto por proponer prestarse dinero de los organismos internacionales … según él los autos c… Ver más,5.0,5.0,10.0,55.0,5.0,50.0,27.25,1.0
Es un desfile o quienes son las de un lado,5.0,5.0,10.0,55.0,5.0,50.0,27.25,1.0
Su plan de coructo este sinbewensa,5.0,30.0,5.0,5.0,5.0,5.0,46.0,0.0
Después que le dan palo a Estados Unidos quieren ir a meterse ahi,5.0,15.0,5.0,5.0,5.0,40.0,39.5,0.0
Habla con Tuto para que te atiendan,5.0,5.0,5.0,5.0,5.0,10.0,40.5,0.0
Comediante,5.0,5.0,5.0,5.0,5.0,10.0,40.5,0.0
"Son una vergüenza, especialmente Lara, tuto presidente",,,,,,,,
Eso quiere desir que no puedes gobernar qué vergüenza ante de nada ya nos quieren vendernos,50.0,60.0,5.0,5.0,10.0,10.0,62.25,0.0
TUTO PRESIDENTE,5.0,5.0,80.0,5.0,5.0,5.0,52.25,0.0
Bla bla bla ya ni ellos saben lo que hablan 😂😂😂,80.0,30.0,5.0,5.0,5.0,0.0,65.25,0.0
Estas mal paz resta votos,100.0,90.0,10.0,5.0,0.0,0.0,83.5,-1.0
Pero no tiene propuestas 🥱,10.0,90.0,0.0,5.0,0.0,0.0,59.5,0.0
A EEUU pero el creo no quiera saber de EEUU todo quiere hacer pero no le va bien,5.0,5.0,5.0,5.0,0.0,0.0,42.0,0.0
Jajaja no les queda de otra que poco a poco ir copiando las idea que tiene TUTO,5.0,5.0,5.0,5.0,5.0,0.0,41.5,0.0
Confiamos en Rodrigo,5.0,5.0,80.0,5.0,5.0,5.0,52.25,0.0
A Cuba o Venezuela deberíá ir como izquierdista a EE.UU.ván los de la derecha .,40.0,40.0,90.0,5.0,0.0,0.0,70.5,-1.0
Pero vas donde los gringo por que no vas a cuba pue,40.0,50.0,5.0,5.0,5.0,0.0,59.25,0.0
Meldaaaa que en un prlotudoooooo,90.0,90.0,5.0,5.0,5.0,0.0,79.75,-1.0
"Parte de esa deuda tu has aprovechado de Tarija, no tienes vergüenza.",100.0,90.0,0.0,5.0,5.0,0.0,81.5,-1.0
Éste no tiene ni idea cómo se hace un negociado internacional 🤣,5.0,30.0,5.0,5.0,5.0,0.0,46.5,0.0
Dónde están los que dicen odiar al imperio,80.0,90.0,0.0,5.0,5.0,0.0,76.5,-1.0
Tuto Presidente,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
"Y estan de acuerdo con eso de que conozcan su plan de gobierno los del IMPERIO las organizaciones sociales, ponchos rojos, mi… Ver más",5.0,30.0,5.0,5.0,5.0,5.0,46.0,0.0
Esperemos que Paz no diga una burrada o nos buscará bronca con EEUU,30.0,60.0,5.0,5.0,10.0,0.0,58.25,0.0
Ejor ni vaya solo hace hechar a perder las relaciones internacionales ojalá se friegues el avión Dios nos guarde de estos dos … Ver más,20.0,90.0,0.0,5.0,0.0,0.0,62.0,0.0
Pero si sos socialista a qué vas al imperialismo.,30.0,30.0,80.0,5.0,5.0,30.0,61.0,0.0
"A nadie lee importa, Tuto Presidente",5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
Su plan pirata... Alla ira a vueltear y dorar la pildora cuando le pregunten algo?,70.0,80.0,0.0,5.0,5.0,0.0,72.0,-1.0
Que va hacer el capitán va presentar su reforma de la policía....?,10.0,5.0,10.0,10.0,5.0,5.0,42.0,0.0
Mestas deseccionando rodrigo,70.0,80.0,0.0,5.0,5.0,0.0,72.0,-1.0
No le dará vergüenza llevar un programa hecho con Chatgpt?,40.0,50.0,70.0,10.0,5.0,5.0,67.5,-1.0
Adelante RODRIGO PAZ PRESIDENTE Y EDMAN LARA VICEPRESIDENTE 💪🇧🇴🇧🇴,10.0,10.0,90.0,5.0,10.0,10.0,55.0,0.0
Al imperio al que se jactan dándole palo pobre llumku mejor que se baje es un perjuicio este tipo,80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
Miren al cara de gárgola hablando.,85.0,80.0,60.0,5.0,5.0,5.0,84.25,-1.0
Que le pida a chat gpt qué también defienda su plan,30.0,40.0,80.0,10.0,5.0,5.0,64.5,0.0
No tiene plan pará bolivia está vacío el hombre,30.0,40.0,80.0,10.0,5.0,5.0,64.5,0.0
Cual si no hay todo es improvisado TUTO PRESIDENTE,30.0,40.0,80.0,10.0,5.0,5.0,64.5,0.0
Paz paz presidente Lara vice presidente 🙏,10.0,10.0,90.0,5.0,10.0,5.0,55.5,0.0
Y porque no presenta su pr… Ver más,10.0,5.0,10.0,5.0,5.0,5.0,43.0,0.0
Es con capacidad TUto presidente 🇧🇴,10.0,10.0,90.0,5.0,5.0,5.0,56.0,0.0
"Qué les vaya a pedir a los gringos, como él los llama, a ver cómo le va.",80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
"Mmm ,va ir a Estados Unidos a presentar propuesta que ni en su programa de gobierno existe ,ni hizo su tarea ,seguro recién h… Ver más",80.0,85.0,60.0,5.0,5.0,5.0,84.0,-1.0
TUTO PRESIDENTE,10.0,10.0,90.0,5.0,5.0,5.0,56.0,0.0
Primero que presente a los Bolivianos.,10.0,10.0,90.0,50.0,5.0,5.0,47.0,0.0
Este no sabe que va aser si no puede con el manejo de la alcaldia ..peor .con el gobierno ...asi que no es confiable .,80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
Cual? El que le hizo chatgpt,30.0,30.0,30.0,10.0,10.0,5.0,54.5,0.0
Rodrigo note en sucies eso quieren qe vaya al estados unidos qe hay qe asen osea van a encontrar con esa gringo o qe,80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
"Presentará en EEUU, pero, en Bolivia presentó otro plan, y socialista.",80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
Tras los pasos del Maestro.… Ver más,10.0,10.0,90.0,5.0,10.0,5.0,55.5,0.0
este tipo es un payaso,85.0,85.0,30.0,5.0,5.0,5.0,80.75,-1.0
Cómo capitalismo si están prometiendo bonos para todos y de todo tipo... 😂😂😂😂😂😂,,,,,,,,
"No, a los gringos no por favor, primero veamos cuanta platita tenemos, así decía nove? No nesecitamos a los gringos",80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
Ni en Bolivia ha presentado una propuesta de gobierno 😜,80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
"Cual propuesta, va ir a decir que va dar papeles a vehículos robados, ni un iphone 11 le van a dar, con ese programa de gobier… Ver más",85.0,85.0,70.0,5.0,5.0,5.0,86.75,-1.0
"Llévalo al lengua larga, total, él siempre mete la pata y vos lo justificas!!!!",85.0,85.0,70.0,5.0,5.0,5.0,86.75,-1.0
Pero q no lo haga de nuevo con inteligencia artificial,30.0,30.0,30.0,10.0,5.0,5.0,55.0,0.0
TUTO PRESIDENTE ❤❤❤❤,,,,,,,,
Ya lo hizo en IA,80.0,85.0,70.0,5.0,5.0,5.0,85.5,-1.0
Es un masiburro,85.0,85.0,20.0,5.0,5.0,5.0,79.25,-1.0
"Lo triste y muy preocupante es cuando ban a consultar donde su amo tio sam, para que les digan a los dos candidatos que es lo … Ver más",85.0,85.0,70.0,5.0,5.0,5.0,86.75,-1.0
A presentar a EEUU ? o a organismos internacionales de financiamiento?,0.0,5.0,40.0,20.0,10.0,15.0,40.5,0.0
Tuto presidente,10.0,10.0,60.0,20.0,10.0,15.0,47.0,0.0
GALLINA MIRISTA FIGURETI,40.0,40.0,10.0,0.0,5.0,5.0,58.5,0.0
Rodrigo noooo,10.0,10.0,5.0,0.0,0.0,0.0,45.25,0.0
Otro sin sentido de este candidato,10.0,10.0,5.0,0.0,0.0,0.0,45.25,0.0
No tiene verguenza,10.0,50.0,10.0,0.0,5.0,5.0,53.0,0.0
Preoccupate de ti,50.0,30.0,40.0,20.0,30.0,40.0,53.5,0.0
Nisiquiera improvisar sabe este 🤡,50.0,40.0,60.0,10.0,5.0,10.0,66.0,0.0
Es increíble lo q opina la gente no saben cómo es EEUU piensen pues un poquito por favor,40.0,40.0,50.0,10.0,5.0,5.0,62.5,0.0
No dijo que los candidatos no tienen la legalidad de gestionar créditos o ayuda en el exterior. Quien le entiende,30.0,25.0,70.0,10.0,5.0,5.0,60.0,0.0
Este no sabe que es plan de Gobierno,40.0,40.0,20.0,5.0,10.0,5.0,58.5,0.0
"Si claro, se va reunir con Claure",30.0,35.0,40.0,5.0,10.0,5.0,58.0,0.0
El plan zurdos capitalistas jajajajaja,60.0,60.0,10.0,0.0,5.0,0.0,68.0,-1.0
"Pero si es de izquierda tiene que ir a Cuba, Venezuela... y otros copión de Tuto, capaj y quiere buscarle a Claure...",80.0,70.0,30.0,5.0,5.0,5.0,76.5,-1.0
Si no tiene nada que ba presentar.,60.0,60.0,10.0,0.0,5.0,5.0,67.5,-1.0
"Vamos con Paz y Lara, Bolivia necesita renovación con honestidad.",10.0,10.0,40.0,30.0,20.0,10.0,41.5,0.0
Lloron,80.0,80.0,5.0,0.0,5.0,5.0,75.75,-1.0
Que dirá Lara????.,40.0,40.0,5.0,0.0,5.0,5.0,57.75,0.0
que pena que no se sientan capases de gobernar solo con el pueblo sienpre trayendo resetas de afuera,60.0,60.0,10.0,0.0,5.0,5.0,67.5,-1.0
Una pena está gente que no se sienten capas y tienen que ir de rodillas a los yanqui gg,70.0,70.0,70.0,5.0,5.0,5.0,80.0,-1.0
EEUU NO NEGOCIA CON SOCIALISTAS ZURDOS,70.0,70.0,70.0,5.0,5.0,5.0,80.0,-1.0
Pero si solo con la nacionalización de los chutos y quitarles la renta a los ex presidentes te alcanzaba y sobraba 🤣🤣,60.0,70.0,10.0,0.0,5.0,0.0,70.0,-1.0
"No estará yendo a buscar préstamos, pero está yendo a ver si le apoyan los programas mediante donaciones,osea a dar pena y ped… Ver más",70.0,70.0,10.0,0.0,5.0,0.0,72.5,-1.0
"Es para disimular, ya está todo consolidado ya compraron el cargo.",60.0,70.0,10.0,0.0,5.0,0.0,70.0,-1.0
Fuerza paz y lara,,,,,,,,
BENDICIONES RODRIGO PAZ PRONTO PRESIDENTE DE BOLIVIA 🇧🇴 🇧🇴🙏🙏,10.0,10.0,50.0,40.0,30.0,10.0,40.0,0.0
Eso que propones no nos sirve ahora quizás después se arreglar lo que destruyeron los populistas socialista de mier,,,,,,,,
Estos dos son unos nefastos 🤣,80.0,80.0,5.0,0.0,5.0,0.0,76.25,-1.0
"Que pasoooo cambio de idea, no es que blasfema contra EE.UU.",50.0,30.0,10.0,0.0,5.0,5.0,59.0,0.0
Y para q bas a presentar sino tenes plata para tus proyectos dnd bas a sacar burro,60.0,60.0,30.0,5.0,5.0,5.0,69.5,-1.0
Voten lo por favor,10.0,10.0,50.0,40.0,20.0,10.0,41.0,0.0
No vayas no te datan un centavo si proteges al marcotrafico,80.0,80.0,70.0,5.0,5.0,5.0,84.5,-1.0
Los gringos te van a escupir cuando vean ese plan y te gritaran eso no es capitalismo es socialismo,60.0,60.0,10.0,0.0,5.0,5.0,67.5,-1.0
Ya lo jodiste todo tú candidatura,80.0,80.0,50.0,0.0,5.0,5.0,82.5,-1.0
"Y ahora sí pedirá , a ver si le dan chance .… Ver más",70.0,70.0,10.0,0.0,5.0,0.0,72.5,-1.0
Tuto presidente,10.0,10.0,50.0,10.0,20.0,10.0,47.0,0.0
El GIF  puede contener LOL Eso está muy bueno jajaja,5.0,5.0,0.0,0.0,80.0,0.0,34.25,0.0
👎👎👎,5.0,5.0,0.0,0.0,5.0,0.0,41.75,0.0
Rodrigo Paz Presidente !!! 🇧🇴,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
😒😒😒,5.0,5.0,0.0,0.0,5.0,0.0,41.75,0.0
"El GIF  puede contener minions, minion, laughing, funny, haha y prisoner",0.0,5.0,0.0,0.0,80.0,0.0,33.0,1.0
Cual plan de gobierno??? 🤣🤣🤣,0.0,0.0,0.0,0.0,80.0,0.0,32.0,1.0
"El GIF  puede contener laugh out loud, laugh, ridiculous, hilarious, lolz, lol y hahahaha",0.0,0.0,0.0,0.0,80.0,0.0,32.0,1.0
"El GIF Cracking Up Lol GIF by STRAPPED! puede contener meme, lol, laugh, laughing, haha, lmao, laughter, lmfao, cracking up, flightreacts, flight reacts, flight team, laughing meme, flight team stand up, flight meme y flight reacts meme",0.0,0.0,0.0,0.0,80.0,0.0,32.0,1.0
otro chupa media de guingos,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Un zurdo capitalista que tipo de payasadas son estas. Los capitalista no dan bonos dejan en libertad a la población de crear f… Ver más,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.0
"que lleve a su ""garantía"" y seguro será bien recibido con el plan de ""casas de 2 pisos para todos los bolivianos """,90.0,90.0,0.0,0.0,0.0,0.0,80.5,-1.0
"Ahora va ir a ver a los gringos …???cuando hace poco crítico duramente a TUTO , en fin abunda la hipocresía …!!!!😱😱🙄🙄🤔🤔",90.0,90.0,0.0,0.0,0.0,0.0,80.5,-1.0
💩💩💩💩💩💩,60.0,60.0,0.0,0.0,0.0,0.0,67.0,-1.0
GIF,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Happy Hashtag GIF,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
TUTO PRESIDENTE DE LA REPÚBLICA DE BOLIVIA 🇧🇴,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
"El GIF  puede contener bobbycord, meme, esmbot, funny, spiderman, Jk Simmons, J Jonah Jameson, J Jonah Jameson Laugh, J Jonah Jameson Meme, So Funny y Not Funny Didnt Laugh",0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
A que ira a EEUU (?) 🤔 ¿a decirles peyorativamnete 'Gringos' en su cara? Porque … Ver más,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.0
No vayas con tu idiota Lari nadie te ayudará. Envidioso de Tuto.,,,,,,,,
Sus 24 hojas hechas con chat gpt mostrará? 🤡 Se van a reír en su cara en el imperio 🤣🤣🤣 #LaraYpazSonDelMAS,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
