comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
🤣🤣🤣...bien que avía debate aora savemos cuanto de dinero se enbolsillaron....ya mucha gente ya vio...gente que te apoyava/ ahora más que nunca votaremos por el PDC...es Gente Nueva....tuto ya tuvo su oportunidad incluso ya piso la presidencia....viejo político no sirve,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Si tuto quiroga seriá tan honesto y sincero calificaría correctamente y no halabarlo a su compañero de fórmula porque los dos vice presidentes fueron empates es decir cero no fue debate como se debe,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Si es con fraude q no estos masistas estan acostumbrado a hacer fraude,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Paz - Lara futuros gobernantes de Bolivia... El astuto solo representa a una logia de riquillos, no representa a la gran mayoría y ya veremos en la segunda vuelta!",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Lara me parece que nunca levanto un libro 📖 un debate significa a exponer cosas que nos venificia al país Bolivia y no gritar o insultar eso no es exponer 🤷 eso es ignorancia .todos necesitamos propuestas económicas para el país .JP es un caballero muy educado hay mucha diferencia eso es lo que necesitamos los Bolivianos propuestas para el país Tuto JP ala presidencia🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Cada propuesta deveria ser fundamentada y bien sabiendo de donde salira esos recursos y no yendo al FMI que esos sienpre condicionan los prestamos ellos quieren el control total del pais y asi es lo que entegara el control tuto por unos cuantos millones de dolares y eso sera para sus bolsillos y regalara a nuestro pais porque kiko no es patriota a ese le intereza el dinero y se ira a vivir feliz a donde siempre pertenece se cree un gringo mas,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Yá está cenil esté drogo vago mantenido hdp,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto ya aburres.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Jamas ba ganar este cuate solo quiere rrobar y grandes antesedentes,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Si es asi ya lo tiene ganado las elecciones pero aver veremos no sera al contrario,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
🤥😁😁😁,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Payaso racistas,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
El que ríe último ríe mejor no más políticos conocidos,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Porq se dejan engañar con palabras y todo lo que quiere kiko es robar lo poco que queda y regalar todo a los gringos kiko quiere un pais sumiso no quiere un pais soberano que pena que muchos quieran un pais humillado saqueado como lo hacen en otros paises los gringos eso es acaso lo que queremos diganme porque no querer un pais soberano sin ingerencia de nadie donde decidamos solo nosotros sin humillarnos ante nadie,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Según quien por que expertos dicen otra cosa,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Par de rateros no podrán con el pueblo,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Ahóra este 19 de octubre voz tevasa hacer goleár pues tutito alias el kiko,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Paz presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Paz y Lara ganarán,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Paren de apoyar este tipo de rrata tuto solo quiere rrobarle al pais deje. De ser ignorante,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tiemblan los corruptos oligarcas,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
NO NO NO,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Votar por Paz y Lara es votar por el masismo y evismo nadie los quiere,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Vende humo.....,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Así fue.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Por que no les quitan el Internet a sus vices los candidatos😅,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Con eso demostraron que NO TIENEN PROPUESTAS DE GOBIERNO PARA BOLIVIA 🇧🇴.....LARA los GANÓ de lejos con PROPUESTAS bien fundamentadas y CONCRETAS....,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
El quien alaga su pan 🍞 está equivocado,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Otra red vendida cuanto habrá cobrado,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Nadie gano fue un empate de Cero🤣,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Es un buen loro parlante, repitió todo el libreto 🙄",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
APARTE DE SER RACISTA GOLPISTA YA SORDO CIEGO,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Dise ya se acabó ya se acabó,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Si, fue goleada a JP.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Nose que debate o qué partido vio el Kiko para afirmar tal cosa😂😂😂.... Haber vemos su partido de el frente a rodrigo....,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Lara 10. Corrupto 0. Quico y J P racistas corruptos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"ya pusieron a la gente en duda,estos dos solo quieren entrar al poder,tuto para asegurar su vejez y JP para dejar a Bolivia en quiebra total...ellos no saben la necesidad del la gente,ellos viven con dinero fassil,ellos no trabajan...por qué dicen boto inteligente?? ...yo diría boto astuto pero a favor de ellos,por qué dice tuto q Jp es dueño de algunas empresas y Jp dijo que solo era un empleado más???...esos dos dicen mentiras pero la gente acegada sigue apoyando a estos corruptos,se juntaron entre astutos para llenar sus bolsillos,y una vez q estén dentro del poder olvídense q esos dos van a sacar al pais adelante,más al contrario,el país estará peor q ahora y nos dejará sin recursos por negociar con otros países,eso es lo q quiere su gente rasista y discriminadora de tuto",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El 19 de octubre recibirás la peor golpeada del pueblo Boliviano jamás vas a convencer con tus mañas al pueblo..,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
fueron millones de goles que se robaron ..y de a 20 autogoles se repartieron entre las empresas,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tal cual 🫵🏽😂,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto por que no habla de sus casos de JP para mentir son buenos,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Paz y lara a la presidencia,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
VOTO INTELIGENTE TUTO PRESIDENTE.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Está dupla es un peligro para la patria así que Lara y Paz,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Jajajaja...kiko boludo..tu muchacho fue desmascarado en red nacional y al vivo..el es un mentiroso contumaz...no sirve..es muy ligero no tiene principios...y por meterse en politica acabo mostrando que es parte del desfalco del banco fassil...la provabilidad de que vaya a la carcel es grande.,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Tuto presidenteeeeeeeeee,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jp opa,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Yo creo que fue empate, uno tenía un discurso preparado para campaña idéntico a otras campaña donde te muestran el paraíso frente al infierno, el otro aburrido molesto sin ideas en sus palabras, es una lastima por Bolivia, toca esperar al menos peor que es lo único rescatable.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Calla Quico..si no hiciste nada cuando estuviste en la presidencia....solo quieres vender nuestros recursos naturales,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Lara y paz Presidente dinosaurios,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto Presidente,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Lara y paz,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tal cual la educación vence,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
CÓMPLICE DEL DESFALCO DE BANCO FASSIL,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
GENTE IGNORANTE APOYANDO A TUTO QUIEN VIVE DEL ESTADO COMO UNA SANGUIJUELA,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Cuidado haya otra sorpresa en las elecciones y le den goleada al sr Tuto.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Dime con quien andas y te dire quien eres?,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Goleada pero goles en contra gggg,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
BERNACULO,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"LAS PROPUESTAS DE JP, YO LAS ESCRIBO EN CUADERNO Y SIN PENSAR MUCHO!",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Bueno entonces duerma tranquilo....🤣,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Cómo puede apoyar a un racista asqueroso como ese Jp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Por goleada perdiooo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cada panadero alava su pan bueno tenia que salir del golpista de tuto.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Se veía demasiado relax al JP acaso se fumo marihuana,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Dlupa de un peligro real para el país, dupla de charlatanes y que le mienten al país. Uno que no es más que un simple títere a los intereses yankis, que viene a entregarnos en bandeja, para que volvamos a ser el patio trasero o colonia yanki. El otro ni que decir, un racista y ladrón que desfalco el banco FASSIL junto a su padre.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Porque hablan mamadas kiko acuzalo con tu mamá lloron,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Lary en un ignorante vengativo solo sabe atacar se cómo un perro no escuche ninguna propuesta se aplazó tuto es superior.,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Quien te cree nadie te cree encuestas pagadas para que diga lo que le conviene farsantes golpistas vende patrias traidores,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Sigan. Soñando. Q. Este. Mentiroso. Fracasado. Sea. Presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Que fue ese Kiko Astuto ya alucina, más bien todas vieron como a su niñito le dijeron todas sus verdades en la cara y frente a millones de espectadores",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Ja ja del dicho al echo ay un gran trecho,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Los descerebrados dicen tuto presidente. Que gente que raza. Ojalá toda esa gente se tuto se muera.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Jaaa jaaa,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Ganó LARA con el arma de la verdad.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Lara hizo una denuncia fuerte y todos le dan la contra, se nota que ya se nomalizo la corrupción en el país con nuestra plata jp está haciendo campaña después de discriminarnos.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Si tuto sabe el fútbol con lo que se juega es cuadrado o redonda para mí este no juega nada inútil pero para ro??? Tiluchi,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Par de zánganos 🐀💩🤮💩💩🤮🤮💩💩🤮🤮💩💩🤮🤮💩💩🤮🤮💩💩🤮💩💩🤮🤮💩💩🤮🤮🐀🤮,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jejeje paz presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Pititas resiben goleada,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Igual ganará el capitán Lara,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
La verdadera goleada será en.octubre vende patria,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Segun el 🤣🤣🤣,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Sabemos bien que en todas las elecciones participas lo cual no ganabas tampoco en estas elecciones.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Por qué pues por qué tú candidato no puede responder preguntas directas y usa victimizarse,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
😂😂😂🤣🤣🤣🤣🤣,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Pobre sonso más bien ahora sabemos q el Velasco y su familia son unos maleantes,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Veremos cómo le va al agente de la CIA en las elecciones, que no se limpie la boca antes de comer",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Lmao GIF,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Verdaderos paqpakus,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Paz y Lara presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Jajaja para los que dicen tuto presidente. Son busca pegas. A cualquier desfalcador aplauden no más como focas 🤡,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Ya sabemos la verdad maleantes ahora perderán las elecciones,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Nose ami me da la impresion que jp no sabe nada casi como no sabe que es un satelite..,?",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
El Kikin ya es del pasado gente nueva,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Stann locosss o qqq los candidatos se aplasaron,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El 19 veremos si dice lo mismo 😂😂😂😂,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Destacó la habilidad que tiene para evadir jajaj 😁 😂,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Estos que escriven tuto presidente son pues todos sus militantes nomas no es otragente asi esque no tiene apoyo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Claro cómplice el vividor ese que vive en GRINGOLANDIA,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Eso fue una payasada eso no se llama debate para que sea un verdadero debate tiene que haber periodistas imparcial persona racista no puede gobernar a nuestro país,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Jamas por Tuto ya entro es otro o peor corrupto,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pueden mentir al pueblo pero mentirce a si mismo tambien?,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
A estos sinvergüenzas ni un voto. Que fassil quebrarian al país y todos saben del banco fassil,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
El gobierno de Tuto sería el gobierno de Jeannine 2.0,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jajajaja y los bobos dicen siiii que idiotas descerebrados las propuestas según tuto para los que sabemos pensar solo son suposiciones es como regalar otro balón de oro a Messi por ser anciano y otro por ser compadre Pero siempre existen idiotas que dices bravoooo y aplauden si ponemos en una balanza lo bueno y lo malo de jp lo bueno hasta hoy no pesa nada Pero lo bueno de Lara pesa más que lo malo solo con mostrar documentos coherentes es un acto de que lo pagarán y serán investigados los ladrones y mal vivientes en el país es un hecho y no propuestas es cumplir y no solo prometer meter 38 goles con la mano en el fútbol no valen que meter 1 con pies oh cabeza esos si son válidos Pero solo uno que sabe pensar ve la realidad,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Que se vaya a su pais,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Sin duda alguna, muy pronto tuto Quiroga presidente 👏👏👏👏👏👏👏👏👏",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jajajajaja,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Haber con tu goleada si ganas el 19 ,estoy apostando todo a q te bas del país ,con la cola entre tu miembro",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Pero este no save ni k es un satélite klp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Viva Lara !!! Viva Paz Rodrigooo !!peridmos pero ganamos las elecciones !!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Así vasa recibir en las elecciones acuérdese,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Fuera americano mañudo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Fuera Tuto mañudo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto💯🇧🇴,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"TUTO es mitomano compulsivo, miente descaradamente y lo peor se convence de sus propias mentiras.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Tuto imbecil de Bolivia no sabe nada vive en gringolandia de que goleada habla, con los documentos que mostró del Banco Fassil el Capitán Lara lo dejo en cero al mafioso desfalcador hoy candidato a Vice pues con su padre y sus hermanos hicieron quebrar este Banco",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Una persona respetuosa y educada, siempre será un Caballero 👏👏 eso es lo más valioso.",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
JP CRACK 💪💪💪🇧🇴,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto y JP juntos va a dirigir Bolivia hacia kn futuro mejor,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Mamada JPelotas lo arruinó y ora salvar el momento sale ayudar Kiko loser,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Jajajaja la verdadera goleada la recibirás en las elecciones ratuto,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE 💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯 JP VICE-PRESIDENTE 🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯🇧🇴💯,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
https://www.facebook.com/share/r/179GokzQd4/,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Kikin ya fue 🤣🤣🤣,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Ladrón del banco fasil,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Respeto...? Eso no es respeto es no tener sangre en la cara de todo lo que an robado.. ambos.,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Quien puede creer las propuestas de un sanguinario vende patria, aquí el problema no es que propone si no, quien propone.",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Tantos idiomas y hablo con la verdad Bv fuerza tuto si se puede🗿,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
En eso tienes razón Edman le decía jp velasco en el debate y al final en todo tiene razón lara le dijo tuto a jp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE 💪🏻,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Cuando me Hablan de TUTO recuerdo a BANZER, GONI, AÑEZ que solo traeron luto a Bolivia",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto presidenteeeee y JP Velasco vicepresidente,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Todos pueden hacer hasta 100 propuestas , la pregunta es como , cuál es la forma con la q las van a realizar , como siempre el Kiko inventando sus clichés falsos , pq cuando era presidente no hizo nada p el país solo hubo más pobreza pero como formó parte de gobierno de añez y hizo escapar a Morales se frota las manos p robar junto a su futuro ministro branko",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Pero cumpli,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Sabemos tuto UD. Es el candidato este masistas jamás. Notaremos por UD. Tuto. Pero en primera instancia meter preso a Evo Morales. Si necesitas gente. Bolivia entera erradicará ese chapare,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"LO MAS EPICO FUE LO DE LOS TUITS RACISTAS, CLASISTAS Y DISCRIMINADORES, TUVO OPORTUNIDAD DE PEDIR DISCULPAS Y NO LO HIZO.....Y LO DEL BANCO FASSIL, NO LO RECONOCIÓ, INCLUSIVE CON EVIDENCIAS.....",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Y en eliminar collas cuanto gano?,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Los dos vices 0,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Kiko jp kjewas racistas rodrigó Lara hasþa la victoria,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Muy cierto!!!Jp lo hizo magníficamente!!!.. impecable su participación 👏 👍 👌,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Edgar Funes Prada,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Goleada jajaja más bien anda comprando pasajes para irte a EEUU otra vez kiko,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto no sirve para nada,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Tuto ya fue presidente, pasado pisado",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Yo diría que se metió autogoles este JP. Por qué dos o tres veces le dijo a Lara tienes razón, fue temeroso al debate el racista descriminador.💪💪💪💪",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Destacó por su humildad y respeto, actuó de manera decente pese a ser atacado sin razón.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
TUTO Alcahuete del robo del BANCO FACIL Es obvio que por eso desea llegar al poder para cubrir toda esa estafa y LIBRAR a su PADRE y tuto acepto por que seguro JP su padre y socios pusieron MUCHA PLATA a la campaña o creen que lo eligieron por inteligente? XD. JUSTICIA EN LA ESTAFA DEL BANCO FACIL CARAJJJ,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
JP ... 💪🏻♥️💪🏻,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Según vos... político fracasado neoliberal...y gracias a la juntucha fuiste vice presidente...,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Lara lo gano,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Pero también se descubrió que JP, había sido Jaime Paz en otras palabras jajajajaja",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Todo los políticos prometen y nunca cumplen y la gente cm tontos se pelean x las redes,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Propuestas q no cumplirán estos maleantes HDP q solo asen show y bla blaaaaaaaaa bla blaaaaaaaaa,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
TUTO PRESIDENTE VIVA BOLIVIA LIBRE 🇧🇴🇧🇴🇧🇴🇧🇴,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Así va llevar tuto el 19 octubre. Paz38. Tuto1,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Esa es la actitud, sigamos positivos, la Victoria es de todos.TUTO PRESIDENTE.",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Arbitro bombero,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
JP se ve preocupado,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Ni se imagina tuto que llevara como burro en subida,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Sueñas mucho kiko igual vas a perder,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Dios nos dé un gobierno con personas temerosas de Jehová,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Viva Tuto,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Uno ve lo que quiere ver, el pueblo se enteró de mucho y obviamente no hay moral en sus filas para ser humilde, disculparse y reconocer siendo que estaba de cara al pueblo! Una lástima JP...",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
A eso llego la política por q antes el más preparado era el vice,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
LES TOCA EL ASALTO DEL BANCO UNION,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Lara otro medio opa,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Ese opa de jp q es,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Chupalo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Muy bien,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Ese machu del tuto no se en q mundo anda no vio q le dieron paliza a jp,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
TUTO PRESIDENTE viva Bolivia Libre,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
JP EL MEJOR,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Pobre 🐕kikin... Si el debate fue huevada..Las promesas electorales siempre quedan en promesas..al final cuando llegan a gobernar cuesta que cumplan... Lo más interesante e que INOCENCIO VELASCO se preparó bien, tanto que sabe de las 35 o 36 naciones reconocidas en Bolivia.. Eso es bueno que se haya preparado para la ocasión... Lo relevante también es que otra vez sufrió de hackeo en sus cuentas, pero ahora de su cuentas bancarias del banco fassil.. Dónde no tuvo nada que ver y aparece como dueño de 7mil acciones o algo así...haber cómo saga de esta. Si se hace el opa como los tuits o si admite que si era dueño de esas acciones y que diga que no tenía participación en la toma de decisiones del directorio... Pero por algo siempre negó haber tenido que ver en el negocio de su papá.....",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
No será lo contrario,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Well Done Clapping GIF by MOODMAN,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
EXCELENTE J.P..ERES UN HOMBRE CABALLEROSO🇧🇴🇧🇴🇧🇴🇧🇴,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO ASESINO Y LADRON NOOO,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Como un Corrupto y Rasista puedo Gobernarnos,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
TUTO QUIROGA PRESIDENTE!!!!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Mmmmm jajajaja, los dos están empezando a gatear en arena política gggg",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Laugh Lol GIF by Multimedios Tv,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
El debate demostró a un Lara que no sabe expresarse y un J.P. que le resbala que le digan que es un ladrón y viene de familia de ladrones,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Una verguenza ese debate...uno prometia todo a lo loco y el otro atacaba como pitbul,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tuto Presidente t JP Velasco Vicepresidente,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
JP excelentes propuestas 👏👏👏👏,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
