comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Siempre a la cola de Tuto,40.0,30.0,80.0,5.0,5.0,0.0,66.5,-1.0
Por fin dijo algo serio ....,50.0,30.0,50.0,10.0,5.0,0.0,63.5,0.0
TUTO PRESIDENTE,0.0,80.0,90.0,5.0,5.0,0.0,68.0,-1.0
¿QUE PLAN? El GPT plan será 😆,10.0,30.0,50.0,5.0,5.0,0.0,54.5,0.0
"Y porqué no presenta primero aquí, su plan de gobierno??",10.0,30.0,50.0,10.0,5.0,5.0,53.0,0.0
Sin comentarios,0.0,0.0,5.0,5.0,5.0,0.0,39.25,0.0
Bolivia no necesita capitalismo,40.0,30.0,70.0,5.0,5.0,0.0,65.0,0.0
Para que o que?? No que alcanzaba el dinero sin robar?? 🤣,30.0,30.0,70.0,5.0,5.0,0.0,62.5,0.0
Mira tu 😀😀,0.0,0.0,5.0,0.0,5.0,0.0,40.25,0.0
Cual plan..?. Es para EEUU...el plan..?,10.0,30.0,60.0,5.0,5.0,10.0,55.0,0.0
"Esta, el que critica luego hace lo mismo 🤡 y que dicen sus MASILLAMAS traumados.. nos quieren vender a EEUU? o porque el lo h… Ver más",80.0,80.0,70.0,10.0,5.0,0.0,84.0,-1.0
Este Rodrigo sabe no como Tuto fue a ofrecer a bolivia,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
X lo menos es sincero en eso no como TUTO sinvergüenza con los préstamos millonarios de EEUU endeudada hasta el coto bolivia,80.0,80.0,50.0,5.0,5.0,0.0,82.0,-1.0
"No debería viajar Rodrigo ,no haga igual que ese Tuto , si viaja a EEUU. Se está equivocando",60.0,60.0,60.0,5.0,5.0,0.0,74.5,-1.0
Tuto presidente,0.0,0.0,90.0,5.0,5.0,0.0,52.0,0.0
Porque no hablas por ti siempre metiendo tu nariz sobre tuto,50.0,50.0,70.0,5.0,5.0,0.0,71.5,-1.0
no sabe nada este che yo que no soy ni bachiller. pienso mejor que este tipo se Aser números. i este nada. Bolivia quiere gen… Ver más,80.0,80.0,50.0,5.0,0.0,0.0,82.5,-1.0
"El capitalismo no se basa en derrochar el dinero en bonos, no se basa en legalizar lo ilegal como los autos chutos, ni tampoco… Ver más",40.0,30.0,70.0,5.0,5.0,0.0,65.0,0.0
A donde? En Guantánamo? O al reducto del zurdaje que debe haber alli? Trump tiene aversión a lo rojo (creo)... TUTO Presidente!,70.0,80.0,90.0,5.0,0.0,0.0,86.0,-1.0
Ay no q horror quedaremos en mal internacionalmente,60.0,80.0,50.0,5.0,5.0,0.0,77.0,-1.0
no le haran caso por zurdo camuflado,20.0,70.0,80.0,5.0,0.0,0.0,70.0,-1.0
baya por dios si es en Bolivia la cosa este esta perdido que alguien le diga que es en Bolivia las elecciones..,30.0,20.0,60.0,5.0,15.0,0.0,58.0,0.0
"Pobre tribilin, no sabe ni lo que habla 🤡🤡🤡",80.0,80.0,60.0,5.0,5.0,0.0,83.5,-1.0
Después de hablar mal para los gringos que descarado refiriéndose a todos en general,40.0,80.0,50.0,5.0,5.0,0.0,72.0,-1.0
Pirata…!,80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
Rodrigo no sabe no donde está parado,70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
"Dónde están los LaraLovers? Qué digan lo mismo que le decían a tuto pe ""Nisiquiera es presidente y quiere ir a vender Bolivia""… Ver más",70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
Donal Trump ni lo recibirá a este sr . Por q no se mete con SOCIALISTAS y menos con evistas,70.0,70.0,60.0,5.0,5.0,0.0,79.0,-1.0
"Ja ja jairrda como quieren mamar a los bolivianos, que tiene que ver los gringos con la política interna de BOLIVIA, Rodrigo e… Ver más",80.0,80.0,50.0,5.0,5.0,0.0,82.0,-1.0
No que decía q Tuto hizo pacto con los gringos????? Jajajajajajaja,40.0,45.0,30.0,20.0,5.0,10.0,58.0,0.0
Políticos dicen cualquier cosa por un voto,30.0,20.0,35.0,15.0,5.0,5.0,52.75,0.0
N… Ver más,20.0,10.0,50.0,10.0,5.0,30.0,49.0,0.0
Jajaja!!😁 que mal hablo de pedir a los gringos y es lo que va hacer PEDIR que verguenza su boca lo condena igual que ha su vice!!🙈☹️,40.0,50.0,60.0,10.0,5.0,10.0,65.5,0.0
"No tenían plata para a Santa Cruz y tiene para ir a USA, que diga en qué organizaciones, ESTÁ MIENTIENDO.!!",40.0,50.0,40.0,10.0,5.0,10.0,62.5,0.0
Querrá exportar la harina de su aliado?,40.0,45.0,40.0,5.0,10.0,10.0,62.0,0.0
"Y para que vas entonces? No hay necesidad,, además no serás presidente, ya quedaron al descubierto tú y tu wachiman.",50.0,35.0,20.0,5.0,5.0,5.0,60.5,0.0
QUE NI EL PAR DE CHIFLADOS DEL PAZ Y LARI CONOCEN........,40.0,50.0,40.0,20.0,5.0,5.0,61.0,0.0
TUTO PRESIDENTE 💯💯💪💯💪💯,10.0,5.0,90.0,5.0,5.0,10.0,54.5,0.0
Osea le esta yendo a mostrar al imperialismo su propuesta para que??,45.0,50.0,80.0,5.0,5.0,5.0,71.25,-1.0
Ni los Bolivianos conocemos su plan de gobierno ... y va a mostrarlo a los States,45.0,50.0,80.0,5.0,5.0,5.0,71.25,-1.0
Se van a reír de él 😅🤣,20.0,30.0,20.0,5.0,5.0,5.0,52.0,0.0
Coño hipocrita,40.0,50.0,20.0,10.0,5.0,10.0,59.5,0.0
"No te hagas, irás al Chapare!",80.0,80.0,10.0,5.0,5.0,10.0,75.0,-1.0
Y ahora es un vendepatrias? O alguien solo es vendepatrias cuando les conviene?,70.0,70.0,60.0,5.0,5.0,5.0,78.5,-1.0
este se va a hacer fumar Criticaban a tuto y eso que tuto que es preparado para temas de negocios y este a va ir y conociendo … Ver más,50.0,50.0,60.0,5.0,5.0,5.0,69.5,-1.0
No vaya a EEUU a pedir dinero a los Bolivianos igual que su paisano,60.0,80.0,40.0,5.0,5.0,5.0,75.0,-1.0
Jajajaja par de inútiles Rodrigo y el lari no saben cómo hacer un plan para poder salvar a bolivia de la crisis que nos dejan … Ver más,40.0,60.0,30.0,5.0,5.0,5.0,64.5,0.0
EL DECIA que a los gringos se le debe: Ahora el va para halla...(ESPERO LO VOTEN DE EE.UU.) … Ver más,40.0,50.0,60.0,5.0,5.0,5.0,67.0,-1.0
"VA IR A ESTADO UNIDOS A PRESENTAR SU PLAN DE ""ROBAR AUTOS"" EN COLCHANE Y ARICA DIRA QUE EL PROCESO DE CAMBIO VIENE EN CAMINO🚗🚙🛻🚚 🤣🤣🤣🤣",40.0,50.0,60.0,5.0,5.0,5.0,67.0,-1.0
Capitalismo saqueo de RIQUEZAS..RIQUEZAS en pocas manos..real se baja los pantalones frente al Yanqui,80.0,80.0,40.0,5.0,5.0,10.0,79.5,-1.0
Llevará su plan hecho con chat GPT?🤡,30.0,50.0,50.0,5.0,5.0,5.0,63.0,0.0
Ellos están ya bien enterados de todo o crees que en USA no ay redes sociales? por educación te saludarán y luego te dirán gra… Ver más,40.0,50.0,50.0,5.0,5.0,5.0,65.5,0.0
No que no quería prestarse? 😂😂😂,20.0,40.0,50.0,5.0,5.0,5.0,58.5,0.0
Da flojera ver a ese loco ya,40.0,50.0,20.0,5.0,5.0,10.0,60.5,0.0
No pudo manejar una simple Alcaldía en Tarija y quiere ser presidente?? Aver a pocas palabras buen entendedor no??,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
Otro payaso de Rodrigo Paz 🤡🤡🤡,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
Y los masimulas no van a decir nada? JAJAJA no que rajan tanto contra su enemigo imaginario de EEUU?,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
"Será a Disneylandia al País de las Maravillas 🎉🎉, pura, puraaa 💩💩🤮",60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
ES CON TUTO PRESIDENTE!!!,10.0,5.0,90.0,5.0,5.0,10.0,54.5,0.0
Debe pensar que por su cara le ayudaran … Ver más,90.0,85.0,5.0,10.0,5.0,10.0,76.75,-1.0
Esta dupla improvisados un desastre,85.0,75.0,20.0,0.0,0.0,0.0,79.25,-1.0
Jjjj no que no???,20.0,10.0,0.0,0.0,0.0,0.0,47.0,0.0
QUE RARO SI EL RECONOCIO QUE NI LEYO SU PLAN DE GOBIERNO Y QUE OTROS HICIERON ESE PLAN?,40.0,45.0,50.0,0.0,0.0,0.0,66.5,-1.0
Que le pida el proyecto a los hijos del Arce si a ellos les fue bien porque no a este señor que no sabe absolutamente nada sob… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Dios no ya ambos no sirven para presidente si nos van a entregar a estados unidos...,85.0,90.0,40.0,0.0,0.0,0.0,85.25,-1.0
"Rodrigo Paz solo puede engañar a la clase baja que su lista de problemas es un plan de gobierno, cuando en realidad solo plant… Ver más",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
POBRE TIPO !! TODO ES DEMAGOGIA! LO QUE SE LE VIENE A SU CABEZA OFRECE!!!,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Deja de JODER a Bolivia y si viajas ponle BOZAL a tu jefe o vice 🤭🤭,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Lara le habrá dado permiso?,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
"PATADAS DE OHOGADO, PURO HUMO, PURO PROSELITISMO. DEL DICHO, AL HECHO, DICTA MUCHO TRECHO. EL ARBOL POR SUS FRUTOS S… Ver más",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
El socialista!!! Ggggg,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Deje de mentir uno q usted ni ha hecho público las auditorías de todo!! y x lo tanto el país tiene q enterarse q están dejand… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Jajaja y cuando fue TUTO lo insultaron le dijeron q esta yendo a vender Bolivia q fue a bajarse los pantalones allá y ahora el… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Estupidez como todo de un zurdo o capaz,,,,,,,,
"Este quiere vender a Bolivia,",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
"LA PREGUNTA ES SABE HABLAR INGLES ESTE ZURDO SOCIALISTA DE RODRIGO??? RESPUESTA NOOO,SEGURO SE LLEVARA DE TRADUCTOR A LARI… Ver más",90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Tu programa es una lágrima,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Igual estas limosneando,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Está yendo a pasear,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Porque no presenta en Tarija???,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
NO LE VAN A DAR NI EL SALUDO POR QUE SABEN QUE ES SOCIALISTA,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Esa es su forma de arrodillarse y rogarse que lo ayuden. Payaso 🤡,,,,,,,,
Ya se saco los pantalones el lacayo ante su patrón es un pobre cobarde servil al imperialismo es OMISO no puede ser presidente,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
🤣😂🤣😂🤣😂,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Su plan de legalizar autos robados.,,,,,,,,
Este imperialista vende patria.. 😂😂😂😂,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Y por qué no lo hace aquí??? Respuesta= No hay nada = UDP 2.0,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
RODRIGO PAZ PRESIDENTE… Ver más,,,,,,,,
Hasta ahora no dio a conocer algo bien estructurado🤦🏻‍♀️,,,,,,,,
