comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
UN PEQUEÑO SECTOR QUE SE UNE AL LARY DESERTOR ... LA MAYORIA DE TRANSPORTISTAS EN TODO EL PAIS FIRMARON ALIANZA CON TUTO PRESIDENTE TUTO SALVARÁ EL PAIS,35,30,75,55,50,45,45.5,0
Es. Con. Tuto.. No. Con. Masistas.,25,20,75,55,60,50,39.5,0
Rodrigo paz y lara presidente de Bolivia ...,15,10,70,65,70,60,30.25,1
Después de que JP y Tuto hundan a su partido por racistas no tienen opción de ganar nada,55,60,70,25,20,15,67.75,-1
Meme Sing GIF by Travis,20,15,55,45,40,35,39.75,0
Igual de asquerosos !!,55,60,65,20,15,10,69.0,-1
SOCORRO..,30,25,60,40,35,30,47.0,0
Happy Hashtag GIF,20,15,55,45,40,35,39.75,0
TUTO PRESIDENTE JP VICEPRESIDENTE,15,10,75,65,70,60,31.0,1
Tuto Presidente 🇧🇴❤️💛💚💯💯👏🏻👏🏻👏🏻💯💯💯🇧🇴👏🏻💯💯💯👏🏻👏🏻👏🏻❤️💛💚,15,10,75,65,70,60,31.0,1
Los sindicatos masistas de micreros* 🤡,55,60,75,25,20,15,68.5,-1
Que le ven a este exalcalde de Tarija ladrón inútil 25 años viviendo del estado cerdo masista Rodrigo paz,75,80,75,15,10,5,81.5,-1
"Todos los sectores fuertes y demás está con el, es con el gente toda Bolivia 🇧🇴 con Rodrigo Paz y Edman Lara 25-30🤩🤷🏻‍♂️ los demás a llorar al río.🤷🏻‍♂️",35,30,75,55,50,45,45.5,0
TUTO PRESIDENTE 🇧🇴,15,10,75,65,70,60,31.0,1
YA ESTÁ DECIDIDO RODRIGO PAZ PRESIDENTE 👏👏👏👏👏👏👏👏👏👏👏👏👏👏🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴💯💯💯💯💯💯💯💯💪💪💪💪💪💪💪💪,20,15,75,60,65,55,35.25,0
TUTO PRESIDENTE DE BOLIVIA 💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿🇧🇴🇧🇴❤️❤️🇧🇴💯💪,20,15,75,60,65,55,35.25,0
TUTO PRESIDENTE 🇧🇴 🙌,15,10,75,65,70,60,31.0,1
"RODRIGO PAZ Y EL CAPITAN LARA , SEGUROS GANADORES SEGUNDA VUELTA LUCHARAN CONTRA LA CORRUPCION, CORRUPTOS A LA CARCEL",25,20,75,60,65,55,37.5,0
"ESE ES EL GRAN PRESIDENTE, CON AUTORIDAD, CAPACIDAD Y AMOR A SU PATRIA EL QUE TODA BOLIVIA PIDE A GRITOS TUTO PRESIDENTE URGENTE VAMOS BOLIVIAAAA 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴",20,15,80,65,70,60,34.0,0
Solo los MASISTAS ANIMALES votarán x LARI Y PAZ,65,70,75,20,15,10,75.0,-1
Bien carajo así se habla tuto,35,30,70,45,40,35,48.75,0
"Que bueno eso nos traera Combustible y dólares,trabajo para todos🙄 esas promesas solo les interesa a los extremistas que viven de la política y por algo existe un presidente del Tribunal de Justicia y la Fiscalia y las leyes ademas de la policia que de callado deben ejevutar dicha orden sin pedir permiso del organo ejecutivo al parecer seguiremos con el sometimiento de la justicia al son del gobierno de turno,que lamentable.",45,40,70,45,40,35,53.25,0
"Todos le tienen miedo a Evo,o será la bronca porque no le dio bola",40,35,70,40,35,30,53.0,0
Con esto cuántos votos ya estará perdiendo kico 😁😁😁,45,40,65,30,25,20,58.5,0
Por favor tuto a la cárcel a Evo y mi voto para ti,35,30,75,45,40,35,49.5,0
Bravooo!!!,20,15,65,55,60,50,35.75,0
Aaah pensabamos que lo iba ayudar de nuevo como en el 2019.,40,35,65,35,30,25,54.25,0
Ver para creer dijo un ciego..... (dudo mucho que lo haga),35,30,65,35,30,25,52.0,0
Está desesperado por q si pierde no sabrá de q vivir el vago,50,55,65,25,20,15,64.75,0
Que viva paz y capitán Lara,20,15,70,60,65,55,34.5,0
"Algo me dice que eso traera muchas personas caidas,victimización y salida de un gobierno deberia callarse si es que gana mandar a ejecutar esa orden sin avisar que lo hará o en todo caso quitarle esa gente que lo resguarda al evo y que se quede solo el pedófilo y mandar a atraparlo pero con Tuto dudo mucho que eso suceda.",50,45,75,40,35,30,58.25,0
Bien crajo. Asi se habla!,35,30,70,45,40,35,48.75,0
"Jajaja dinosaurio ya tuvo su oportunidad, su única estrategia de querer ganar votos es hablar de su macho evo, no hay un discurso en el que hable de él y ya aburre, demás eso no es un plan de gobierno de eso se encarga la ley, simplemente es aplicar las normas y ya, pero veo que está obsesionado con una cosa de una prioridad no importante hay cosas más importantes que tratar, pero veo que está perdido y su supuesto plan de gobierno apesta todo apunta a ser lame botas de EEUU.",60,65,75,25,20,15,70.75,-1
Porque la persona yo no te cree.,30,25,60,40,35,30,47.0,0
Entonces mi voto es para paz.,15,10,65,60,65,55,31.5,1
Evo esto evo aquello osea solucionar al pais metiendo preso solo a evo y no a los demas cada uno save como es la corrupcion en sus departamento no habla sus propuesta uno le pregunta algo se ofende evade las preguntas y la solucion es evo preso como momesta ademas que es molesto sus anuncio como samuel crei que ya no iva ver anuncio de estos politicos y siguen habiendo 😑😑😑,55,60,70,35,30,25,63.75,0
Primero tuto al cárcel 🐭🐭🐭🐭,50,55,65,25,20,15,64.75,0
Así será porque Tuto es un hombre de carácter y no un títere como un Rolary .,45,40,70,35,30,25,57.25,0
El pueblo se levantará a favor de Evo,25,20,75,55,60,50,39.5,0
Bien tuto que así sea quiero ver,25,20,70,55,60,50,38.75,0
"Uhh ya no votaré por Tuto, va a andar detrás de Evo y se olvidará de su gestión.",35,30,65,45,40,35,48.0,0
Todo es evo primero pensa si vaz a ganar pensa como nos vasa sacar adelante a bolivia,40,35,70,50,45,40,49.0,0
TUTO PRESIDENTE 👍👍👍👍,15,10,75,65,70,60,31.0,1
Tuto tu propuesta es meter al preso Evo no más nada más burro animal voz de preocupar de meter a la cárcel al Evo no más pero cuidado que de escapes como morello,60,65,70,25,20,15,70.0,-1
"Creo será al revés, ya una vez lo perdonó Evo, dos veces no creo",35,30,70,40,35,30,50.75,0
Tuto presidente 🇧🇴,15,10,70,65,70,60,30.25,1
Bien tuto presidente,20,15,70,60,65,55,34.5,0
"Osea con eso nos dice que la justicia no será independiente, qué usará igual que su amigo Evo Morales que le regalo dos indultos, dudo mucho, .....",45,40,70,40,35,30,55.25,0
Carajo piensen como sacar adelante al país después cualquiera cosa corruptos tanto masistas y vende patrias que entren a gobernar candidatos nuevos,55,60,75,35,30,25,64.5,0
Tuto tenía portunidad que iso a las cooperativas como no a gasificación en La paz,40,35,65,40,35,30,52.25,0
X ablar y amenasar cada dia cuanto estara perdiendo el voto y el apoyo de la jente este inutil ni para aser una buena campaña no sirve con esas amenasas nunca llegara ser presidente la jente no nesita amenasas ni menos q esten en la carsel la jente en este momento quiere soluciobes inmediatos de este crisis,60,65,75,30,25,20,68.75,-1
Que siga soñando jamás serás presidente,50,55,65,25,20,15,64.75,0
El Quico no ganará en los elecciones que viva capitán Lara,25,20,70,55,60,50,38.75,0
Asta cuando m. Ban a tener como bandera política a Evo Morales queremos propuestas de como salir e esta crisis que estamos viviendo el pueblo boliviano,45,40,70,50,45,40,51.25,0
"Bien Tuto, hay formas de aplicar la ley sin lastimar ni hacer daño a gente inocente, los que protegen y defienden a Evo no son gente inocentes, son cómplices, también tendrán que rendir cuentas con la justicia.",40,35,75,55,50,45,47.75,0
Ladrón,55,60,65,20,15,10,69.0,-1
Viva EVO Morales 💪 es el mejor presidente,20,15,80,55,60,50,38.0,0
Tuto presidente,15,10,70,65,70,60,30.25,1
Que eso es propaganda ese sarnoso no sabe hacer propagandaes un malente que no sabe halar aymara,55,60,70,25,20,15,67.75,-1
TUTO PRESIDENTE 🇧🇴,15,10,75,65,70,60,31.0,1
Y quien dijo que va ser presidente nuestro voto es por paz y lara,25,20,70,55,60,50,38.75,0
El tuto también tiene q rendir cuentas de 2019 y de su gestión de gobierno,40,35,70,40,35,30,53.0,0
QUE PASE EL DESGRACIADO,60,65,65,20,15,10,71.25,-1
Tan desesperada no saben que mentir para ganar,45,40,65,30,25,20,58.5,0
Me gusta la justicia tiene q llegar las víctimas merecen descansar en paz los niños no se tocan están esperando justicia tuto presidente para cumplir la.orden de captura de evo morales,35,30,75,55,50,45,45.5,0
Tuto eso me gusta vamos por mas,25,20,70,60,65,55,36.75,0
Lara Vice👍,15,10,70,65,70,60,30.25,1
La gente si es burro va votar por ese burro del Kiko la gente de antes sabemos cómo es el tirano ese si es vende patria vamos ser gobernados por estados unidos y más deudores para los bolivianos jóvenes lean las historias de los gobiernos como fueron,65,70,75,25,20,15,73.0,-1
Hojala ya este se ponga los pantalones por que los otro parece que no tienen,35,30,65,45,40,35,48.0,0
Puede ser que lo ayude a escapar a EEUU mediante la DEA. Eso está hablado favor con favor,45,40,70,35,30,25,57.25,0
Viva CAP. Lara aquí ningún norteamericano ladron,25,20,70,55,60,50,38.75,0
Hola la gente no se da cuenta lamentablemente el vende patria corrupto tuto y la apoyan más quieren entrar a más crisis carita de que va a privatizar empresas va a quitar bonos qué gente más oppa no se dan cuenta voten pues por tuto van a ser felices como como cuando ya nine Camacho cómo era por culpa de ese sinvergüenza del país están crisis sin diesel sin gasolina canasta familiar en sobre los nubes eso es lo que quieren la gente eso aplauden,65,70,75,25,20,15,73.0,-1
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴,15,10,75,65,70,60,31.0,1
Esa es la actitud tuto presidente,20,15,70,60,65,55,34.5,0
Favor con favor nomás va ser de este quico,40,35,65,35,30,25,54.25,0
Rodro paz presidente tuto la carcel,45,40,70,30,25,20,59.25,0
TUTO FUTURO PRESIDENTE DE BOLIVIA 💪,20,15,75,65,70,60,33.25,0
Tuto a poner orden en el chapare,35,30,70,45,40,35,48.75,0
Después tuto limpiaba las botas de evo,50,55,65,25,20,15,64.75,0
Si pero el debería ir a la cárcel por cómplice cuando dejó que escapara a Argentina,45,40,70,35,30,25,57.25,0
Mi voto lara,15,10,70,65,70,60,30.25,1
El ara BA ganar,20,15,70,60,65,55,34.5,0
"Realmente espectacular,sería lo mejor de lo mejor,ya la gente ha despertado y Tuto la tiene clara,mi voto lo tiene asegurado Sr.Tuto Quiroga Bendiciones y Éxitos.",25,20,75,65,70,60,35.5,0
Me vale v.esa es tu propuesta Abla de cómo sacar adelante al país pero sabes cómo SOS un vende patria,60,65,70,25,20,15,70.0,-1
Yo no entiendo porque pone propuestas de trabajo dejenlo tranquilo al Evo primero as al go todavia porque evo a echó obras carreteras i muchas obras,40,35,75,45,40,35,51.75,0
Quien es este yo lo conozco de suwa t'apa saqueador y el cómplice del golpe de estado 2019 tuto nunca mas,65,70,75,20,15,10,75.0,-1
Tuto astuto tus sueños no se cumpliran,45,40,65,30,25,20,58.5,0
No hay duda . Tuto es nuestro futuro presidente.,20,15,75,65,70,60,33.25,0
Claro que sí TUTO presidente,20,15,75,65,70,60,33.25,0
Ese indio debe responder por toda la corrupción de su gobierno y por pedofilo junto a loza su lacayo que chonchocoro los espera,70,75,75,15,10,5,79.25,-1
Por qué no a dicho nada cuando mataron en sacaba 😡😡😡,55,60,70,25,20,15,67.75,-1
Paz y Lara presidente,20,15,70,65,70,60,32.5,1
Excelente,15,10,65,60,65,55,31.5,1
Tuto Quiroga es puro bla bla bla,45,40,65,30,25,20,58.5,0
Tuto presidente,15,10,70,65,70,60,30.25,1
No tiene pruebas reales solo son calumnias solo quiere ganar eñ voto presidencial no va poder atraparle a Evo,45,40,70,35,30,25,57.25,0
Tuto presidente 🇧🇴,15,10,70,65,70,60,30.25,1
Lara presidente,15,10,70,65,70,60,30.25,1
"A quien le importa, lo que importa es la llegada de dolar sin hipotecar al FMI, la falta de carburantes, eso es lo que importa, que incompetentes son los candidatos y más incompetentes los periodistas y medios de comunicacion que dan cobertura a cosas irrelevantes, como si al detener a Evo cambiara la situación actual. INUTILES.",55,60,70,40,35,30,61.75,0
"Eso no intereza con eso quiere ganar votos, deberías tu sueldo vitalicio no percibir ahí si te apoyaria",45,40,65,35,30,25,56.5,0
Bien por fin ese individuo a la carcel,35,30,75,45,40,35,49.5,0
Tuto queremos propuestas y nos sales con sto.. mejor cásate con evo así felices los dos....... xq stas más preocupado de tu marido.... bolivia necesita propuestas de cm mejorar la economía...,55,60,70,35,30,25,63.75,0
Mi aburre eso viejo ni va ganar p el Evo con Dios no va que pase nada peligro para ganar el voto el envidioso,50,55,70,30,25,20,63.5,0
Por hablar de Evo pierde total,35,30,65,40,35,30,50.0,0
Ese tilín del Tuto de handa preocupandose de su macho Evo una pena políticos fracasados,50,55,70,30,25,20,63.5,0
Tuto es lambebotas de Evo gracias a Evo esta libre de sus prosesos judiciales,55,60,70,25,20,15,67.75,-1
Tuto tevas orinar al momento que vas aprender a evo,60,65,65,20,15,10,71.25,-1
Eso quería escuchar !!!👏👏👏👏👏,25,20,70,60,65,55,36.75,0
"Tuto presidente, todos los jóvenes estamos con el 🔥💪",20,15,75,65,70,60,33.25,0
Que bueno ese es mi presidente vamos Tuto presidente,20,15,75,65,70,60,33.25,0
Nunca más sera presidente eso es su último pataleo,45,40,65,30,25,20,58.5,0
El delincuente,55,60,65,20,15,10,69.0,-1
"Red uno no le conviene que gane paz y Lara por qué van a rendir cuentas por falsas informaciónes de las encuestas y la plata que se llevan por difundir.. todos los que trabajan en la política en oficinas a muerte van por tuto por qué si gana Lara , van a rendir cuentas nadie se lo esperaba que en la 1ra vuelta gane paz y Lara y ahora solo se en la redes y lo juzgan lo comparan y a tuto tremendo pasado que tiene ni lo juzgan,",55,60,75,35,30,25,64.5,0
Capitán Lara y R. Paz serán futuro presidente.,25,20,70,60,65,55,36.75,0
Rodrigo Paz precidente,20,15,70,65,70,60,32.5,1
Kiko asesino usted tiene que ir ala carcel junto con Arturo Murillo sin vergüenza 😡😡😡😡,65,70,70,20,15,10,74.25,-1
Dejemos que el pueblo elija al presidente no es necesaria tanta guerra sucia ni de uno ni de otro el pueblo es sabio ya no se están chupando el dedo siempre han prometido y luego jamás han cumplido pero ahora en 99 días no hay señales de cambio seran echados a patadas ok,45,40,70,50,45,40,51.25,0
CAPITAN LARA SERÁ PRESIDENTE ESO SEPAN GENTE 💪💪💪💪💪💪💪💪,25,20,75,60,65,55,37.5,0
"Los más sucio viene del kiko qué involucran a familiares de los candidatos y eso no esta en las reglas de juego, aunque firmen acuerdos estos seguirán con lo mismo después tal como se está viendo.",50,55,70,35,30,25,61.5,0
TUTO PRESIDENTE.,15,10,70,65,70,60,30.25,1
"ES UN TOMBO, NO HAY NADA QUE HACER, ES UN TOMBO MOR4LE5, DEBEN SER PRIMOS",60,65,70,25,20,15,70.0,-1
Tuto presidente adelante te apoyamos libres seremos,20,15,75,65,70,60,33.25,0
El es el que todo el tiempo habla de Lara y Rodrigo y aparte sigue con su guerra sucia 😁,45,40,70,35,30,25,57.25,0
RODRIGO PAZ PRESIDENTE,20,15,70,65,70,60,32.5,1
Eso es para q veas quien manda y agárrense los corruptillos,50,55,70,30,25,20,63.5,0
"Apreciado Ing, esperó que esto les dé paz verdadera, pueda leerlo, y de la espalda a la lacra que se atreven a levantar él nombre de Dios, con una liviandad irrespetuosa , sin ningún temor de Dios.",40,35,70,50,45,40,49.0,0
❤️💛💚,10,5,65,60,65,55,29.25,1
Como no importa importa pues q el infantil de Lara siga. Con chiquilladas,45,40,65,30,25,20,58.5,0
Se hace víctima,35,30,60,35,30,25,51.25,0
"Cada persona debería elegir su presidente ,así se acabarían los líos ,los que quieren con Lara que se vayan con el , y pronto estarían todos en el manicomio,por que los va enloquecer ,pero eso se merecen!!!😉",55,60,70,25,20,15,67.75,-1
Tuto presidente,15,10,70,65,70,60,30.25,1
Mejor a palabras necias oídos sordos.,30,25,60,45,40,35,45.0,0
"Rodrigo lo apoya, son lo mismo",35,30,70,40,35,30,50.75,0
TUTO presidente adelante,20,15,75,65,70,60,33.25,0
"As-Tuto se queja y no deja de seguir pagando a sus guerreros de la güera sucia, que ahora subieron de nivel, a los medios de comunicación como Junior Arias y Pomacuzi, entre muchos otros..",55,60,70,30,25,20,65.75,0
Paz,15,10,65,60,65,55,31.5,1
Se imaginan cuando LARA tenga poder será un déspota tirano que hara todo a su gusto por arriba del supuesto presidente hay que pensar bien las cosas,50,55,75,35,30,25,62.25,0
Tuto presidente,15,10,70,65,70,60,30.25,1
Habló la matraca,35,30,65,35,30,25,52.0,0
PARA QUE HASER LES CASOS SON MASISTAS GUIADOS POR SU PAPI EVO NO VAN A GANAR HECHO ESTA ASÍ SERÁ GRACIAS GRACIAS GRACIAS,55,60,75,25,20,15,68.5,-1
"Ya perdió antes y lo más seguro es que vuelva a perder 😌porque la política no se trata de aparecer solo en campaña con un poncho para querer conquistar al bloque popular aquí se trata de estar siempre con el pueblo, conocer sus necesidades reales y trabajar de verdad por ellas la mayoría de los bolivianos ya no se dejan engañar con gestos superficiales ni discursos bonitos, exige compromiso constante y auténtico",45,40,70,50,45,40,51.25,0
Que te importa,30,25,60,35,30,25,49.0,0
"Señor tuto usted haga oidos sordos a lo que diga ese resentido no vale la pena que se amarge la vida , hay un dicho que dice a palabras necias oidos sordos usted es un hombre con formacion de alto nivel no se ponga al igual que el verdad ?",35,30,65,55,50,45,44.0,0
"No seas lloron puej que le haces caso,,, tu seguí asiendo la guerra sucia,, nadie dice nada señor kiko",50,55,65,25,20,15,64.75,0
Kiko burro 🫏,45,40,65,25,20,15,60.5,0
Cada día llora este lloron,40,35,65,30,25,20,56.25,0
de que se queja el ya era mandato y igual lo des mantelo y cómo volver Otrabes todo el daño lo esieron ya no hay confianza 😇😇,45,40,70,35,30,25,57.25,0
Acusalo con tu mamá Kiko,45,40,65,25,20,15,60.5,0
"Tuto se jacta de ser el hombre mas correcto, sin embargo, esta haciendo una guerra sucia discimulada, no insulta, pero toma cada palabra de Lara para desprestigiarlo, probablemente él se lo busque, pero eso no quita que en lugar de hacer campaña y seguir presentando propuestas este enfrascado en defenderse de Lara, claramente busca hacerlo quedar mal ( mas de lo que ya pueda estarlo)",50,45,70,45,40,35,55.5,0
"Lara es un hombre prepotente y solo habla y habla sin pensar bien antes de hablar, mejor es no tomarlo en cuenta",45,40,70,40,35,30,55.25,0
Pobrecito tú que le apoyas a alguien mal dr la cabeza,50,55,65,25,20,15,64.75,0
Y me tienen hasta los webos estos politicos... resulto ser mas kewa,55,60,65,25,20,15,67.0,-1
Que vergüenza das tuto anda quejarte a tus padres mejor enserio que no dejas de Aser verinche,60,65,65,20,15,10,71.25,-1
Esta de miedo seguro que si pierde lo hechuras de eeuu,45,40,70,35,30,25,57.25,0
Nadie voto por Rodrigo,35,30,65,35,30,25,52.0,0
Este renegado va perder,40,35,65,30,25,20,56.25,0
Renuncia a tu bono vitalicio carajo,50,55,65,25,20,15,64.75,0
Paz y Lari par de 🤡🤡 Masistas,60,65,75,25,20,15,70.75,-1
Y ya deberías llevarlo preso y ahora dicen que haras igual q goni privatizar nuevamente,55,60,70,30,25,20,65.75,0
EL LADRON PIENSA QUE TODOS SON DE SU CONDICIÓN.,45,40,65,30,25,20,58.5,0
ES MUY DIFICIL HACER ENTENDER A UN PACO KEWA OPA QUE TIENE MUY POCA PREPARACION,60,65,70,25,20,15,70.0,-1
Miren su cara se le viene su derrota catastrófica,50,55,65,25,20,15,64.75,0
"VIVIDOR, GANA SIN TRABAJAR MAS DE 23 MIL Bs ESI ES CORRUPCION ADI QUIETE LLEGAR A SER PRESIDENTE, MUCHI DESCARO, SE METE EN TODO Y ES POR SACAR SU TAJADA, LLENARSE DE PLATA, Y HUYE A LIS EEUU, LUEGO APARECE PARA LAS CAMPAÑAS POLITICAS, SIEMPRE SU IDEA ES VENDER BOLIVIA, VENDER TODAS LAS EMPRESAS, LLENARSE DE DOLARES, RODRIGO PAZ Y EL CAPITAN LARA SEGUROS GANADORES SEGUNDA VUELTA, LUCHARAN PARA ACABAR CIN LA CORRUPCION, CORRUPTOS S LA CARCEL",65,70,75,25,20,15,73.0,-1
Ya estás nervioso ne,40,35,65,30,25,20,56.25,0
La enfermedad de Lara contagió a Rodrigo ahora al parecer le está afectando a Tuto.,45,40,70,35,30,25,57.25,0
No seas quewa,45,40,65,25,20,15,60.5,0
Lara sufre de diarrea verbal.,55,60,65,25,20,15,67.0,-1
A oídos sordos palabras necesitas hay que tomar del que viene,35,30,65,45,40,35,48.0,0
"Tuto. Están a un paso de la gente por la cual ganó ese Lara, vuelva a creer en el, por que: la gente que voto por ellos es la más voluble, y si perciben aún que nones cierto, que hay guerra sucia en contra de ellos, se le darán la vuelta a usted, así que manejese con cuidado, ya no hable de ellos....deje que la gente se de cuenta. Ese lara solo sabe decir sonseras, sólito se estará echando barro",45,40,70,50,45,40,51.25,0
Otra vez las mismas 50 cuentas bot para hacer creer que la gente apoya a ya sabemos quien.. Pero la mayoría de las personas recordamos quien fue este personaje,50,55,70,35,30,25,61.5,0
"El lari Lara NO cambiará, es idéntico s su Papi Evaristo, cuando abre su boca es para agredir, insultar, miente y miente, promete y promete, pero NO CUMPLIRA, así son los socialistas, el MAS = PDC, nunca más",60,65,75,25,20,15,70.75,-1
"Esta LOCO ese paco, le falta un tornillo, habla para gente con poca inteligencia, el lo dijo (HABLO COMO USTEDES QUIEREN). Y Rodrigo Paz no pone orden porque ese binomio no esta en el mismo canal, mucha diferencia con TUTO Y JP, se nota la educacion y preparacion que tienen. LIBRE TODA LA VIDA.",55,60,75,35,30,25,64.5,0
Rodrigo Paz y capitán Lara presidente como les duele alos chorros,50,55,75,30,25,20,64.25,0
A VOZ TUTO LITIO QUE TE IMPORTA DEDICATE A TU CAMPAÑA EN QUE TE AFECTA SU ACTITUD DE LARA SEGURO QUE TUS ASESORES YA TE INFORMARON QUE ESTAS SEGUNDINO POR ESO TE PREOCUPA PRIVATIZADOR,55,60,70,30,25,20,65.75,0
BANZER fue como PINOCHET y BANZER fue tu mentor,50,55,70,30,25,20,63.5,0
"😔😔 el es un santo,😥😥😥",30,25,60,40,35,30,47.0,0
Estrategias para ganarse al populismo,35,30,65,40,35,30,50.0,0
"Estimado colega, dónde está su Educación Física 😁",35,30,60,40,35,30,49.25,0
Parece que se le están quemando las papas al Sr. Tuto! Algo huele muy mal!,45,40,65,35,30,25,56.5,0
ES UNA ESTRATEGIA ASÍ PLANIFICADA,35,30,65,40,35,30,50.0,0
Tuto Presidente.,15,10,70,65,70,60,30.25,1
"No es insulto, es solo la verdad. La verdad duele. Supongo que todo es verdad por eso se enoja. Que fuera un personaje nuevo sin antecedentes, eso seria guerra sucia pero no lo es.",45,40,70,40,35,30,55.25,0
"Decí que vas devaluar y goberna para pocos ,los cívicos y otros flojos",55,60,70,25,20,15,67.75,-1
"Asi es, una pena",30,25,60,40,35,30,47.0,0
"Cara de derrotado, 😃😃😃",40,35,65,30,25,20,56.25,0
Si el pueblo es sabio votara por paz y lara,25,20,70,55,60,50,38.75,0
Ya quisieras que vuelvan los vende patrias los limosneros prefiero dar mi voto por gente nueva los dinosaurios jamás hicieron nada por este país mi voto es por Rodrigo Paz y Edman Lara Presidente y Vice,55,60,75,35,30,25,64.5,0
A llorar al rio,40,35,65,30,25,20,56.25,0
Hehe el Santo quiquo que re rob a el dinero en nombrre de dios,55,60,65,25,20,15,67.0,-1
Tuto queremos Autónomia para que nos dejen trabajar,35,30,70,50,45,40,46.75,0
Todos los días su queja 😃😃😃,35,30,65,35,30,25,52.0,0
VAMOS RODRIGO PAZ FUTURO PRESIDENTE DE BOLIVIA,25,20,75,65,70,60,35.5,0
Trae al que privatizo,40,35,65,35,30,25,54.25,0
Ojalá gane El kico y toda la vecindad del chavo tendrá pega.,45,40,65,35,30,25,56.5,0
Después esta llorando este capi lara cuando escucha sus verdades,50,55,65,25,20,15,64.75,0
Pobrecito quiko esta llorando que pena,45,40,65,30,25,20,58.5,0
"Rodrigo es rehén de Lara y el masismo, Pero el se lo buscó",45,40,70,35,30,25,57.25,0
Si los insulto a son verdades bien merecido lo tiene Tuto.,50,55,70,30,25,20,63.5,0
"Lo único que hace este lloron es poner su carita de víctima,",45,40,65,30,25,20,58.5,0
"Al que le calse el guante que se le chante, no hay que preocuparse",40,35,65,35,30,25,54.25,0
Que va a detenerlo Paz a lari si se hace trapear toda vez. Paz le tiene pavor a su jefe.,50,55,70,30,25,20,63.5,0
Tuto todos esos insultos les cae a ellos mismos diga adelante 🙏,35,30,70,50,45,40,46.75,0
No es ningún insulto decirte tus verdades que eres un dinosaurio vividor de la política,55,60,70,30,25,20,65.75,0
El Salvador,20,15,65,55,60,50,35.75,0
Es un OPA no entenderá,40,35,65,30,25,20,56.25,0
Aprendió de los pitas.,35,30,65,35,30,25,52.0,0
El bufon,40,35,65,25,20,15,58.25,0
Al poder 👍👍👍👍,20,15,70,60,65,55,34.5,0
"Lara = Ignorancia, Paz = Se hace al Sumiso, ambos igual a la prepotencia que tienen los Masistas.",55,60,75,30,25,20,66.5,-1
Quiero verles a estos que le siguen al Lari cuando nuestro pais sea un fracaso haber que hacen pero será tarde,50,55,75,35,30,25,62.25,0
"No tienen programa de gobierno todo es improvisado , los masistas votaron por ellos sin q tengan candidatos a diputados , Partido De Corruptos .",55,60,75,30,25,20,66.5,-1
"Obviamente TUTO está molesto ya que la gente correcta con valores respeta los acuerdos, en otras palabras el es un hombre de honor. No como el loco llorón que todos los días habla para sus masi-Laralovers solo estupideces e insultos contra TUTO y JP y después dice Guerra sucia.",50,55,75,40,35,30,60.25,0
Porque tiene miedo la cobardía d tuto,40,35,65,35,30,25,54.25,0
"EL LARY PÚBLICAMENTE LO BAJONEA A RODRIGO, IMAGÍNENSE SI LLEGARAN AL PODER, ÉL LARY LE HACE UN GOLPE DE ESTADO CON TAL DE SER ÉL, EL PRESIDENTE....VA A DECIR QUE POR ÉL GANARON.... ES BIPOLAR, NO TIENE PALABRA, Y ES UN RESENTIDO NARCISISTA",65,70,75,25,20,15,73.0,-1
"A Lara se le hace mala publicidad basada en nada conspiraciones a tuto solo se lo dicen un 10%de verdad es ,tuto tiene oscuras intenciones para Bolivia",55,60,70,30,25,20,65.75,0
Que nos importa,25,20,60,40,35,30,44.75,0
"Todo copia de Libre,",35,30,65,35,30,25,52.0,0
"Se copio propuestas de otros candidatos ✍🏼pero que cosa va auditar, si sus aliados son Lucho Arce y Evo, tienen un pacto de impunidad ✍🏼",50,55,75,30,25,20,64.25,0
Mis respetos el gran valiente hombre Fé en Dios nomás este mundo de maldad siempre dirán puro calumnias difamas la última palabra solo Dios lo tiene que Dios les cuide les proteja de tanta maldad,15,10,60,70,75,65,26.75,1
Es lo que Tuto dijo en anteriores entrevistas. Se nota que es fan de Tuto ✅😊,30,25,65,50,45,40,43.75,0
"Sin ser nada todavía, este ya quiere cambiar todo.",40,35,65,35,30,25,54.25,0
Jajaja sea a copiado esas ideas jejeje,40,35,65,30,25,20,56.25,0
No sabe ni que va hacer con su vida pero con el País,45,40,65,30,25,20,58.5,0
Solo es bueno para copiar propuestas y discursos de otros,45,40,65,30,25,20,58.5,0
Que termine toda esta pesadilla yaaa por favor 🙏🙏🙏,35,30,65,45,40,35,48.0,0
Ponganle un bosal al opa bipolar,55,60,65,25,20,15,67.0,-1
Que proponga lo que quiera....yo votaré por tuto,25,20,70,55,60,50,38.75,0
Muy bien a ganar sr a dicho,20,15,65,60,65,55,33.75,0
Este es un gran pacpaco,50,55,65,25,20,15,64.75,0
🇧🇴⚠️⚠️⚠️,25,20,65,45,40,35,43.5,0
Tuto tuto presidente,15,10,70,65,70,60,30.25,1
